film_title,release_year,genres_raw,combined_tags,description,movieID,tsne_x,tsne_y
Looking for Comedy in the Muslim World,2005,Comedy,In Netflix queue,"To improve its relations with Muslim countries, the United States government sends comedian Albert Brooks to south Asia to write a report on what makes followers of Islam laugh.",M_42740,1.2483746,48.542297
Casper Meets Wendy,1998,"Adventure, Children, Comedy, Fantasy",,"When a warlock threatens Wendy the Good Little Witch, she and her aunts hide out at a resort where Casper the Ghost is vacationing with his uncles. Although Casper and Wendy are told ghosts and witches don't get along, the two are kindred spirits! This spooky family-friendly adventure finds Casper and Wendy bridging the ghost-witch divide to battle the warlock who is intent on destroying Wendy.",M_42761,22.106043,28.84231
Revolution,1985,"Adventure, Drama, War",,"New York trapper Tom Dobb becomes an unwilling participant in the American Revolution after his son Ned is drafted into the Army by the villainous Sergeant Major Peasy. Tom attempts to find his son, and eventually becomes convinced that he must take a stand and fight for the freedom of the Colonies, alongside the aristocratic rebel Daisy McConnahay. As Tom undergoes his change of heart, the events of the war unfold in large-scale grandeur.",M_42943,26.718298,46.505756
Project A ('A' gai waak),1983,"Action, Comedy",,"In late 19th Century Hong Kong the British may rule the land, but the pirates rule the waters. One Coast Guard officer is Dragon Ma, who is determined that his beloved Coast Guard will not be made a fool of.",M_42946,16.118494,39.675247
"Bird People in China, The (Chûgoku no chôjin)",1998,"Adventure, Comedy, Drama, Fantasy",,"Wada, a salary man, is enlisted to venture off to China to investigate a potential Jade mine. After his arrival, Wada encounters a violent, yet sentimental, yakuza, who takes the liberty of joining his adventure through China. Led on their long and disastrous journey to the mine by Shen, the three men come across something even more magical and enticing.",M_43289,36.86625,16.533154
Water,2005,"Drama, Romance",,"The year is 1938, and Mahatma Gandhi's groundbreaking philosophies are sweeping across India, but 8-year-old Chuyia, newly widowed, must go to live with other outcast widows on an ashram. Her presence transforms the ashram as she befriends two of her compatriots.",M_43333,-10.812194,-3.693135
Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage),2005,"Drama, War",,"In 1943, as Hitler continues to wage war across Europe, a group of college students mount an underground resistance movement in Munich. Dedicated expressly to the downfall of the monolithic Third Reich war machine, they call themselves the White Rose. One of its few female members, Sophie Scholl is captured during a dangerous mission to distribute pamphlets on campus with her brother Hans. Unwavering in her convictions and loyalty to the White Rose, her cross-examination by the Gestapo quickly escalates into a searing test of wills as Scholl delivers a passionate call to freedom and personal responsibility.",M_43376,28.475496,45.91428
"World's Fastest Indian, The",2005,Drama,,"The life story of New Zealander Burt Munro, who spent years building a 1920 Indian motorcycle—a bike which helped him set the land-speed world record at Utah's Bonneville Salt Flats in 1967.",M_43396,-16.06727,25.468248
Bandidas,2006,"Action, Comedy, Crime, Western",,"Set in the late 19th century. When a ruthless robber baron takes away everything they cherish, a rough-and-tumble, idealistic peasant and a sophisticated heiress embark on a quest for justice, vengeance…and a few good heists.",M_43419,19.312004,-5.2762914
Tristram Shandy: A Cock and Bull Story,2005,"Comedy, Drama",,"Steve Coogan, an arrogant actor with low self-esteem and a complicated love life, is playing the eponymous role in an adaptation of ""The Life and Opinions of Tristram Shandy, Gentleman"" being filmed at a stately home. He constantly spars with actor Rob Brydon, who is playing Uncle Toby and believes his role to be of equal importance to Coogan's.",M_43460,-24.43601,38.3081
Helter Skelter,2004,"Action, Crime, Drama, Horror",,"The rise of Charles Manson and his ""family,"" who are responsible for a series of famous murders in the late 1960s. Manson, a magnetic and mysterious man, attracts road-weary single mother Linda Kasabian to join his collection of outcasts on a ranch outside of Los Angeles. After murdering actress Sharon Tate, Manson and his followers are investigated by district attorney Vincent Bugliosi.",M_43549,10.511858,-39.029785
Annapolis,2006,Drama,,"Jake Huard, from a shipbuilders family, promised his dying mother he'ld make it to Anapolis Naval Academy. Thanks to tenaciously bugging a Congressman, he's selected despite dubious grades. Once inside, Jake soon proves sub-standard academically. Constantly challenged to his limits, repeatedly made the 'over-cocky' reason for the entire class to suffer, Jake nearly quits, but after facing his utterly un-supportive father's gloating returns just in time. Stubborn Jake finds support withs mates as well as Senor Ali, his lover-to-be, and a discipline he may excel in: the 'brigade' boxing tournament, open to all ranks.",M_43556,-57.617573,26.218943
Big Momma's House 2,2006,"Action, Comedy, Crime",,"FBI agent Malcolm Turner goes back undercover as Big Momma, a slick-talking, slam-dunking Southern granny with attitude to spare! Now this granny must play nanny to three dysfunctional upper class kids in order to spy on their computer hacked dad.",M_43558,-13.133908,18.122385
Nanny McPhee,2005,"Children, Comedy, Fantasy",,"Widower Cedric Brown hires Nanny McPhee to care for his seven rambunctious children, who have chased away all previous nannies. Taunted by Simon and his siblings, Nanny McPhee uses mystical powers to instill discipline. And when the children's great-aunt and benefactor, Lady Adelaide Stitch, threatens to separate the kids, the family pulls together under the guidance of Nanny McPhee.",M_43560,11.513171,24.234604
"Tuskegee Airmen, The",1995,"Drama, War",,"During the Second World War, a special project is begun by the US Army Air Corps to integrate African American pilots into the Fighter Pilot Program. Known as the ""Tuskegee Airman"" for the name of the airbase at which they were trained, these men were forced to constantly endure harassement, prejudice, and much behind the scenes politics until at last they were able to prove themselves in combat.",M_43677,31.833994,48.434864
Final Destination 3,2006,"Horror, Mystery, Thriller",,"A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself – which seeks out those who escaped their fate.",M_43679,29.720816,-14.980758
Something New,2006,"Comedy, Drama, Romance",,"Kenya McQueen, a corporate lawyer, finds love in the most unexpected place when she agrees to go on a blind date with Brian Kelly, a sexy and free-spirited landscaper.",M_43684,-28.812576,-6.2535195
Block Party (a.k.a. Dave Chappelle's Block Party),2005,"Comedy, Documentary",,"The American comedian/actor delivers a story about the alternative Hip Hop scene. A small town Ohio mans moves to Brooklyn, New York, to throw an unprecedented block party.",M_43708,-22.2958,27.300077
Imagine Me & You,2005,"Comedy, Drama, Romance",,"During her wedding ceremony, Rachel notices Luce in the audience and feels instantly drawn to her. The two women become close friends, and when Rachel learns that Luce is a lesbian, she realizes that despite her happy marriage to Heck, she is falling for Luce. As she questions her sexual orientation, Rachel must decide between her stable relationship with Heck and her exhilarating new romance with Luce.",M_43744,-44.246662,-7.40423
"Pink Panther, The",2006,"Adventure, Comedy, Crime",,"When the coach of the France soccer team is killed by a poisoned dart in the stadium in the end of a game, and his expensive and huge ring with the diamond Pink Panther disappears, the ambitious Chief Inspector Dreyfus assigns the worst police inspector Jacques Clouseau to the case.",M_43836,40.76263,-44.979794
Curious George,2006,"Adventure, Animation, Children, Comedy",,"When The Man in the Yellow Hat befriends Curious George in the jungle, they set off on a non-stop, fun-filled journey through the wonders of the big city toward the warmth of true friendship.",M_43869,13.114066,26.71662
Firewall,2006,"Crime, Drama, Thriller",,"State-of-the-art security system creator, Jack Stanfield has cemented his reputation as a man who's thought of everything. But when a criminal finds a way into Jack's personal life, everything Jack holds dear is suddenly at stake.",M_43871,0.8599356,-43.32649
When a Stranger Calls,2006,"Horror, Thriller",,"Far away from the site of a gruesome murder, a teenager named Jill Johnson arrives at a luxurious home for a baby-sitting job. With the children fast asleep, she settles in for what she expects to be an ordinary evening. Soon, the ringing of a phone and the frightening words of a sadistic caller turn Jill's routine experience into a night of terror.",M_43904,5.0706215,-16.62736
London,2005,Drama,,London is a drug laden adventure that centers on a party in a New York loft where a young man is trying to win back his ex-girlfriend.,M_43908,-37.935715,10.7033
Freedomland,2006,"Crime, Drama",,A black police detective must solve a strange case of a kidnapped boy and deal with a big racial protest.,M_43912,19.670954,-49.400433
Winter Passing,2005,Drama,,"Actress Reese Holden has been offered a small fortune by a book editor if she can secure for publication the love letters that her father, a reclusive novelist, wrote to her mother, who has since passed away. Returning to Michigan, Reese finds that an ex-grad student and a would-be musician have moved in with her father, who cares more about his new friends than he does about his own health and well-being.",M_43914,-42.617416,-17.495993
Eight Below,2006,"Action, Adventure, Drama, Romance",,"In the Antarctic, after an expedition with Dr. Davis McClaren, the sled dog trainer Jerry Shepherd has to leave the polar base with his colleagues due to the proximity of a heavy snow storm. He ties his dogs to be rescued after, but the mission is called-off and the dogs are left alone at their own fortune. For six months, Jerry tries to find a sponsor for a rescue mission.",M_43917,24.619028,15.395025
Date Movie,2006,"Comedy, Romance",,"Spoof of romantic comedies which focuses on a man, his crush, his parents, and her father.",M_43919,-23.844904,-2.4282327
Running Scared,2006,"Action, Crime, Thriller",,"A low-ranking thug is entrusted by his boss to dispose of a gun that killed corrupt cops, but things spiral out of control when the gun ends up in wrong hands.",M_43921,23.323029,-47.15827
Ultraviolet,2006,"Action, Fantasy, Sci-Fi, Thriller",,"In the late 21st century, a subculture of humans have emerged who have been modified genetically by a vampire-like disease, giving them enhanced speed, incredible stamina and acute intelligence. As they are set apart from ""normal"" and ""healthy"" humans, the world is pushed to the brink of worldwide civil war  aimed at the destruction of the ""diseased"" population. In the middle of this crossed-fire is - an infected woman - Ultraviolet, who finds herself protecting a nine-year-old boy who has been marked for death by the human government as he is believed to be a threat to humans.",M_43928,55.49331,8.079047
Just My Luck,2006,"Comedy, Romance",,"Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man, however, she realizes that she's swapped her fortune for his.",M_43930,-20.634672,1.3489513
Pulse,2006,"Action, Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",,"When their computer hacker friend accidentally channels a mysterious wireless signal, a group of co-eds rally to stop a terrifying evil from taking over the world.",M_43932,48.483097,-1.8682199
16 Blocks,2006,"Crime, Thriller",,"An aging cop is assigned the ordinary task of escorting a fast-talking witness from police custody to a courthouse, but they find themselves running the gauntlet as other forces try to prevent them from getting there.",M_43936,21.07648,-51.184048
Failure to Launch,2006,"Comedy, Romance",,"Tripp, an attractive man in his thirties, is still living with his parents Al and Sue. Tripp's best friends Demo and Ace are also still living in their parents' homes and seem proud of it. Al and Sue are not happy, however, and are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to arrange the matter and couldn't be happier with the result.",M_44004,-54.176006,-16.907602
Ultimate Avengers,2006,"Action, Animation, Children, Sci-Fi",,"When a nuclear missile was fired at Washington in 1945, Captain America managed to detonate it in the upper atmosphere. But then he fell miles into the icy depths of the North Atlantic, where he remained lost for over sixty years. But now, with the world facing the very same evil, Captain America must rise again as our last hope for survival.",M_44020,60.56513,9.202039
Ice Age 2: The Meltdown,2006,"Adventure, Animation, Children, Comedy",,"Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",M_44022,48.316357,10.809261
Ask the Dust,2006,"Drama, Romance",,"Mexican beauty Camilla hopes to rise above her station by marrying a wealthy American. That is complicated by meeting Arturo Bandini, a first-generation Italian hoping to land a writing career and a blue-eyed blonde on his arm.",M_44189,-29.566538,21.251566
V for Vendetta,2006,"Action, Sci-Fi, Thriller, IMAX",,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",M_44191,61.779907,1.6590182
She's the Man,2006,"Comedy, Romance",,"Viola Hastings is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.",M_44193,-56.276264,0.22537333
Thank You for Smoking,2006,"Comedy, Drama",,"Nick Naylor is a charismatic spin-doctor for Big Tobacco who'll fight to protect America's right to smoke -- even if it kills him -- while still remaining a role model for his 12-year old son. When he incurs the wrath of a senator bent on snuffing out cigarettes, Nick's powers of ""filtering the truth"" will be put to the test.",M_44195,6.6586385,0.6368533
Find Me Guilty,2006,"Comedy, Crime, Drama",,"Based on the true story of Jack DiNorscio, a mobster who defended himself in court for what would be the longest mafia trial in U.S. history.",M_44197,12.902278,0.13558011
Inside Man,2006,"Crime, Drama, Thriller",,"When an armed, masked gang enter a Manhattan bank, lock the doors and take hostages, the detective assigned to effect their release enters negotiations preoccupied with corruption charges he is facing.",M_44199,22.56475,-46.78391
Tsotsi,2005,"Crime, Drama",,"The South African multi-award winning film about a young South African boy from the ghetto named Tsotsi, meaning Gangster. Tsotsi, who left home as a child to get away from helpless parents, finds a baby in the back seat of a car that he has just stolen. He decides that it his responsibility to take care of the baby and in the process learns that maybe the gangster life isn’t the best way.",M_44204,-29.906057,-25.320095
Aquamarine,2006,"Children, Comedy, Fantasy",,"Two teenage girls discover that mermaids really do exist after a violent storm washes one ashore. The mermaid, a sassy creature named Aquamarine, is determined to prove to her father that real love exists, and enlists the girls' help in winning the heart of a handsome lifeguard.",M_44225,18.338612,19.197037
Leprechaun 2,1994,"Comedy, Fantasy, Horror",,"A thousand years ago, the Leprechaun left a bloody trail when he ripped through the countryside in search of his stolen gold. Now he's back in the big city using all of his deadly tricks to snare the girl of his nightmares. His bloody quest becomes more deadly when her boyfriend steals one of the Leprechaun's gold coins. The town soon discovers two dead bodies and a trail of gold dust leads them to the Leprechaun's lair.",M_44238,45.9857,-12.72617
Leprechaun 3,1995,"Comedy, Fantasy, Horror",,"It was a normal night in Las Vegas, Nevada, all the lights were flashing brightly, until a man with one hand, one eye, and one leg walks into a pawn shop with a statue of a hideous looking Leprechaun. The owner claims it's a good luck charm. The statue also wore a medallion around it's neck. The careless pawn shop owner took off the medallion setting the Leprechaun free...",M_44241,4.8414335,18.710197
Leprechaun 4: In Space,1997,"Comedy, Fantasy, Horror, Sci-Fi",,"On a planet in a distant galaxy, a power hungry Leprechaun, holds a beautiful alien princess hostage in order to marry her for her royal title. With her title and his beloved gold, he'll be able to rule the universe. While making his maniacal plans, what he doesn't count on is an invading platoon of marines from Earth, to save the princess and foil his plans. An accomplished trickster, the Leprechaun stows himself away on the orbiting spaceship and wreaks havoc on the crew in an attempt to recapture his bride.",M_44243,52.51604,15.555526
Lights in the Dusk (Laitakaupungin valot),2006,"Crime, Drama",,"Koistinen is a sad sack, a man without affect or friends. He's a night-watchman in Helsinki with ideas of starting his own business, but nothing to go with those intentions. He sometimes talks a bit with a woman who runs a snack trailer near his work. Out of the blue, a young sophisticated blonde woman attaches herself to Koistinen. He thinks of her as his girlfriend, he takes her on her rounds.",M_44301,-25.890898,-13.385509
"Hills Have Eyes, The",2006,"Drama, Horror, Thriller",,"Based on Wes Craven's 1977 suspenseful cult classic, The Hills Have Eyes is the story of a family road trip that goes terrifyingly awry when the travelers become stranded in a government atomic zone. Miles from nowhere, the Carter family soon realizes the seemingly uninhabited wasteland is actually the breeding ground of a blood-thirsty mutant family...and they are the prey.",M_44397,19.569017,-8.557187
"Shaggy Dog, The",2006,"Adventure, Children, Comedy, Fantasy",,The tale of a workaholic dad-turned-dog who finds that being man's best friend shows him the most important job - being a great dad.,M_44399,11.093776,25.615545
Unknown White Male,2005,Documentary,,The true story of Doug Bruce who woke up on Coney Island with total amnesia. This documentary follows him as he rediscovers himself and the world around him.,M_44511,-11.331,41.993565
"Lives of Others, The (Das leben der Anderen)",2006,"Drama, Romance, Thriller",,"In 1984 East Berlin, an agent of the secret police, conducting surveillance on a writer and his lover, finds himself becoming increasingly absorbed by their lives.",M_44555,23.87206,-29.075493
Youth of the Beast (Yaju no seishun),1963,"Action, Crime, Mystery",,"When a mysterious stranger muscles into two rival yakuza gangs, Tokyo's underworld explodes with violence.",M_44597,30.658457,-41.069904
Take the Lead,2006,Drama,,"A former professional dancer volunteers to teach dance in the New York public school system and, while his background first clashes with his students' tastes, together they create a completely new style of dance. Based on the story of ballroom dancer, Pierre Dulane.",M_44613,-44.360622,16.753723
"Devil and Daniel Johnston, The",2005,Documentary,,"This 2005 documentary film chronicles the life of Daniel Johnston, a manic-depressive genius singer/songwriter/artist, from childhood up to the present, with an emphasis on his mental illness and how it manifested itself in demonic self-obsession.",M_44633,-18.106808,40.640526
Mouchette,1967,Drama,,A young girl living in the French countryside suffers constant indignities at the hand of alcoholism and her fellow man.,M_44657,-18.312252,-7.1992474
Lucky Number Slevin,2006,"Crime, Drama, Mystery",twist ending,"Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch, Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma.",M_44665,5.401574,-45.821774
Volver,2006,"Comedy, Drama",,"While a woman attempts to cover up her daughter's murder and reinvent her life, her sister is visited by their mother, who was thought to have died.",M_44694,-20.095436,-25.513304
Akeelah and the Bee,2006,Drama,,"Akeelah is a precocious 11-year-old girl from south Los Angeles with a gift for words. Despite her mother's objections, Akeelah enters various spelling contests, for which she is tutored by the forthright Dr. Larabee, her principal Mr. Welch, and the proud residents of her neighborhood. Akeelah's aptitude earns her an opportunity to compete for a spot in the Scripps National Spelling Bee.",M_44709,-54.70734,7.4875546
Brainstorm,2001,Drama,,"A trip to the mental institution hell. This odyssey is lived by Neto, a middle class teenager, who lives a normal life until his father sends him to a mental institution after finding drugs on his pocket. The maconha cigarrete is just the final drop that exposes the family tragedy. Send to a mental institution, Neto gets to know a completely absurd, inhumane reality in which the people are devoured by a corrupt and cruel institution system. The documentary type language used by the director give this movie a sensation of realty that increases even more the impact of the emotions Neto goes through. In the mental institution, Neto is forced to mature. The transformations that he goes through change this relations with his father.",M_44719,-20.874533,-20.925823
Stay Alive,2006,"Horror, Sci-Fi, Thriller",,"After the mysterious, brutal death of an old friend, a group of teenagers find themselves in possession of ""Stay Alive,"" an ultra-realistic 3-D videogame based on the spine-chilling true story of a 17th century noblewoman, known as ""The Blood Countess."" The gamers don't know anything about the game other than they're not supposed to have it... and they're dying to play it. Not able to resist temptation, the kids begin to play the grisly game but soon make a chilling connection -- they are each being murdered one-by-one in the same way as the characters they played in the game. As the line between the game world and the real world disappears, the teens must find a way to defeat the vicious and merciless Blood Countess, all the while trying to... stay alive.",M_44731,31.64236,-11.3805895
Basic Instinct 2,2006,"Crime, Drama, Mystery, Thriller",,"Novelist Catherine Tramell is once again in trouble with the law, and Scotland Yard appoints psychiatrist Dr. Michael Glass to evaluate her. Though, like Detective Nick Curran before him, Glass is entranced by Tramell and lured into a seductive game.",M_44759,0.5414716,-34.57366
Brick,2005,"Crime, Drama, Film-Noir, Mystery",,"After a phone call from his ex-girlfriend, teenage loner Brendan Frye learns that her dead body was found. Vowing to solve her murder himself, he must infiltrate high-school cliques that he previously avoided. His search for the truth brings him before some of the school’s roughest characters.",M_44761,-5.200018,-28.134626
"Dead Hate the Living!, The",2000,"Comedy, Horror",,"When a renegade band of young filmmakers break into an abandoned hospital to make their horror epic, they stumble upon a real dead body and decide to use it in their movie. They accidentally bring it back to life, open a portal to a dead world that releases dozens of other zombies, then struggle for their lives in a desperate attempt to flee from the creatures who apparently have them hopelessly trapped in the hospital.",M_44773,28.599545,-9.090207
Evil Aliens,2005,"Comedy, Horror, Sci-Fi",,"The sensationalist reporter Michelle Fox presents the TV show Weird World, with phony matters about UFOS and aliens. When she hears about Cat, a young woman that claims that have been abducted with her boyfriend and become pregnant by aliens, she convinces her chief to travel with a team to the remote Welsh island of Scalled to interview Cat. She invites the cameraman Ricky Anderson with his sound technician partner; the nerd expert in ""ufology"" and ""ley lines"" Gavin Gorman; the actress Candy Vixen and an obscure gay actor to prepare the matter. They get a van and wait for the low tide to reach the island, and when they find evidences that aliens are really landed in the location, the ambitious Michelle decides to film her way to fame and wealth.",M_44777,36.46473,2.8025784
This Film Is Not Yet Rated,2006,Documentary,,"Kirby Dick's provocative documentary investigates the secretive and inconsistent process by which the Motion Picture Association of America rates films, revealing the organization's underhanded efforts to control culture. Dick questions whether certain studios get preferential treatment and exposes the discrepancies in how the MPAA views sex and violence.",M_44788,-7.1021175,50.81712
Slither,2006,"Comedy, Horror, Sci-Fi",,"A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters.",M_44828,46.536766,-9.83519
"Benchwarmers, The",2006,Comedy,,A trio of guys try and make up for missed opportunities in childhood by forming a three-player baseball team to compete against standard little league squads.,M_44840,-49.725384,28.829504
Renaissance,2006,"Action, Animation, Film-Noir, Sci-Fi, Thriller",,"To find Ilona and unlock the secrets of her disappearance, Karas must plunge deep into the parallel worlds of corporate espionage, organized crime and genetic research - where the truth imprisons whoever finds it first and miracles can be bought but at a great price.",M_44849,46.209778,-17.896236
Go for Zucker! (Alles auf Zucker!),2004,Comedy,,Germany director Dani Levy filmed this comedy about Jewish life in today’s Germany along side the familiar east-west conflict. With it great success this film is a joyful comedy of humor and knowledge.,M_44851,-1.1726512,37.169407
Friends with Money,2006,"Comedy, Drama, Romance",,"After she quits her lucrative job, Olivia finds herself unsure about her future and her relationships with her successful and wealthy friends.",M_44864,-28.801096,-6.190618
Reefer Madness: The Movie Musical,2005,"Comedy, Drama, Musical",satire,"This film tells the tale of the Harper Affair, in which young Jimmy Harper finds his life of promise turn into a life of debauchery and murder thanks to the new drug menace marijuana. Along the way he receives help from his girlfriend Mary and Jesus himself, but always finds himself in the arms of the Reefer Man and the rest of the denizens of the Reefer Den.",M_44889,-41.583412,0.9299946
Candy,2006,"Drama, Romance",,"A poet falls in love with an art student, who gravitates to his bohemian lifestyle — and his love of heroin. Hooked as much on one another as they are on the drug, their relationship alternates between states of oblivion, self-destruction, and despair.",M_44929,-22.973999,20.906717
Secrets of a Soul (Geheimnisse einer Seele),1926,Drama,,"Werner Krauss, who had played the deranged Dr. Caligari six years earlier, stars as a scientist who is tormented by an irrational fear of knives and the irresistible compulsion to murder his wife. Driven to the brink of madness by fantastic nightmares (designed by Ernö Metzner and photographed by Guido Seeber in a brilliant mix of expressionism and surrealism), he encounters a psychoanalyst who offers to treat the perplexing malady.",M_44931,26.129816,-5.269644
"Child, The (L'enfant)",2005,"Crime, Drama",,"Bruno and Sonia, a young couple living off her benefit and the thefts committed by his gang, have a new source of money: their newborn son.",M_44937,-16.8041,-33.08291
9/11,2002,Documentary,,"An on-the-scene documentary following the events of September 11, 2001 from an insider's view, through the lens of two French filmmakers who simply set out to make a movie about a rookie NYC fireman and ended up filming the tragic event that changed our lives forever.",M_44943,-15.579411,46.765514
Scary Movie 4,2006,"Comedy, Horror",,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them.",M_44972,28.458944,-15.206301
Hard Candy,2005,"Drama, Thriller",,"Hayley’s a smart, charming teenage girl. Jeff’s a handsome, smooth fashion photographer. An Internet chat, a coffee shop meet-up, an impromptu fashion shoot back at Jeff’s place. Jeff thinks it’s his lucky night. He’s in for a surprise.",M_44974,-39.731762,22.07743
"Prairie Home Companion, A",2006,"Comedy, Drama, Musical",,"A look at what goes on backstage during the last broadcast of America's most celebrated radio show, where singing cowboys Dusty and Lefty, a country music siren, and a host of others hold court.",M_45028,-26.053726,38.55662
"Sentinel, The",2006,"Crime, Drama, Thriller",,A secret service agent is framed as the mole in an assassination attempt on the president. He must clear his name and foil another assassination attempt while on the run from a relentless FBI agent.,M_45062,43.613163,-38.141186
"Wild, The",2006,"Adventure, Animation, Children, Comedy, Fantasy",,"An adolescent lion is accidentally shipped from the New York Zoo to Africa. Now running free, his zoo pals must put aside their differences to help bring him back.",M_45074,24.292944,25.795254
Silent Hill,2006,"Fantasy, Horror, Thriller",,"Rose, a desperate mother takes her adopted daughter, Sharon, to the town of Silent Hill in an attempt to cure her of her ailment. After a violent car crash, Sharon disappears and Rose begins a desperate search to get her back. She descends into the center of the twisted reality of a town's terrible secret. Pursued by grotesquely deformed creatures and townspeople stuck in permanent purgatory, Rose begins to uncover the truth behind the apocalyptic disaster that burned the town 30 years earlier.",M_45081,6.6930394,-20.761858
American Dreamz,2006,"Comedy, Drama",,"The new season of ""American Dreamz,"" the wildly popular television singing contest, has captured the country's attention, as the competition looks to be between a young Midwestern gal and a showtunes-loving young man from Orange County. Recently awakened President Staton even wants in on the craze, as he signs up for the potential explosive season finale.",M_45106,-25.917868,38.633514
Kinky Boots,2005,"Comedy, Drama",,"Charles Price may have grown up with his father in the family shoe business in Northampton, central England, but he never thought that he would take his father's place. Charles has a chance encounter with the flamboyant drag queen cabaret singer Lola and everything changes.",M_45175,-35.175995,-15.68793
"Protector, The (a.k.a. Warrior King) (Tom yum goong)",2005,"Action, Comedy, Crime, Thriller",,"In Bangkok, the young Kham was raised by his father in the jungle with elephants as members of their family. When his old elephant and the baby Kern are stolen by criminals, Kham finds that the animals were sent to Sidney. He travels to Australia, where he locates the baby elephant in a restaurant owned by the evil Madame Rose, the leader of an international Thai mafia. With the support of the efficient Thai sergeant Mark, who was involved in a conspiracy, Kham fights to rescue the animal from the mobsters.",M_45183,27.813532,-39.282635
Mission: Impossible III,2006,"Action, Adventure, Thriller",,"Retired from active duty, and training recruits for the Impossible Mission Force, agent Ethan Hunt faces the toughest foe of his career: Owen Davian, an international broker of arms and information, who is as cunning as he is ruthless. Davian emerges to threaten Hunt and all that he holds dear -- including the woman Hunt loves.",M_45186,47.736053,-32.396164
RV,2006,"Adventure, Children, Comedy",,"Climbing aboard their mammoth recreational vehicle for a cross-country road trip to the Colorado Rockies, the Munro family – led by dysfunctional patriarch, Bob – prepares for the adventure of a lifetime. But spending two weeks together in one seriously small space has a way of cramping their style.",M_45208,-2.1373427,18.425215
United 93,2006,"Crime, Drama",,"A real-time account of the events on United Flight 93, one of the planes hijacked on 9/11 that crashed near Shanksville, Pennsylvania when passengers foiled the terrorist plot.",M_45210,28.698626,-29.908472
Stick It,2006,Comedy,,"Haley is a naturally gifted athlete but, with her social behavior, the teen seems intent on squandering her abilities. After a final brush with the law, a judge sentences her to an elite gymnastics academy run by a legendary, hard-nosed coach. Once there, Haley's rebellious attitude wins her both friends and enemies.",M_45221,-52.126617,26.487116
"American Haunting, An",2005,"Drama, Horror, Mystery, Thriller",,Based on the true events of the only case in US History where a spirit caused the death of a man.,M_45361,17.35815,-22.313702
Down in the Valley,2005,"Drama, Romance",,"On a trip to the beach, a teenage girl named Tobe meets a charismatic stranger named Harlan, who dresses like a cowboy and claims to be a former ranch hand. The pair feel an instant attraction and begin a relationship, but her father, a lawman, is suspicious of her lover.",M_45382,-53.885757,-14.960874
Over the Hedge,2006,"Adventure, Animation, Children, Comedy",,"A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating – and learns a lesson about family himself.",M_45431,14.2780905,24.137152
Art School Confidential,2006,"Comedy, Drama",,"Starting from childhood attempts at illustration, the protagonist pursues his true obsession to art school. But as he learns how the art world really works, he finds that he must adapt his vision to the reality that confronts him.",M_45440,-23.943361,11.78396
Poseidon,2006,"Action, Adventure, Thriller, IMAX",,"A packed cruise ship traveling the Atlantic is hit and overturned by a massive wave, compelling the passengers to begin a dramatic fight for their lives.",M_45442,42.57958,7.6990886
"Da Vinci Code, The",2006,"Drama, Mystery, Thriller",adventure Audrey Tautou conspiracy theory Mystery Paris Tom Hanks treasure hunt,"A murder in Paris’ Louvre Museum and cryptic clues in some of Leonardo da Vinci’s most famous paintings lead to the discovery of a religious mystery. For 2,000 years a secret society closely guards information that — should it come to light — could rock the very foundations of Christianity.",M_45447,17.643225,-23.042637
X-Men: The Last Stand,2006,"Action, Sci-Fi, Thriller",Halle Berry Hugh Jackman,"When a cure is found to treat mutations, lines are drawn amongst the X-Men—led by Professor Charles Xavier—and the Brotherhood, a band of powerful mutants organised under Xavier's former ally, Magneto.",M_45499,43.76352,-0.11176181
